Title,Year,Genre,Director,Cast,Runtime,Rating
Primeval,2007,Mystery,Michael Katleman,Dominic Purcell,94,5.88497
Prince Avalanche,2013,Drama,David Gordon Green,Paul Rudd,94,8.97895
Prince of Central Park,2000,Action,John Leekley,Kathleen Turner,109,5.4259
Prince of Central Park,2000,Art&Foreign,John Leekley,Kathleen Turner,109,5.4259
Prince of Central Park,2000,Drama,John Leekley,Kathleen Turner,109,5.4259
Prince of Central Park,2000,Kids&Family,John Leekley,Kathleen Turner,109,5.4259
Prince of Central Park,2000,Mystery,John Leekley,Kathleen Turner,109,5.4259
Prince of Darkness,1987,Horror,John Carpenter,Donald Pleasence,102,5.52509
Prince of Persia: The Sands of Time,2010,Action,Mike Newell,Jake Gyllenhaal,116,4.93677
Prince of Persia: The Sands of Time,2010,Romance,Mike Newell,Jake Gyllenhaal,116,4.93677
Prince of Persia: The Sands of Time,2010,SciFi,Mike Newell,Jake Gyllenhaal,116,4.93677
Prince of the City,1981,Drama,Sidney Lumet,Treat Williams,168,8.80326
Princess Ka'iulani,2010,Art&Foreign,Marc Forby,Q'Orianka Kilcher,97,3.6279
Princess Ka'iulani,2010,Drama,Marc Forby,Q'Orianka Kilcher,97,3.6279
Prisoners,2013,Drama,Denis Villeneuve,Jake Gyllenhaal,153,3.73417
Prisoners,2013,Mystery,Denis Villeneuve,Jake Gyllenhaal,153,3.73417
Private Benjamin,1980,Comedy,Howard Zieff,Goldie Hawn,110,1.31995
Private Life,2018,Drama,Tamara Jenkins,Kathryn Hahn,123,4.78904
Private Lives,1931,Comedy,Sidney Franklin,Norma Shearer,84,7.2289
Private Lives,1931,Romance,Sidney Franklin,Norma Shearer,84,7.2289
Private Parts,1997,Comedy,Betty Thomas,Howard Stern,109,4.73213
Private Parts,1997,Drama,Betty Thomas,Howard Stern,109,4.73213
Private Peaceful,2014,Art&Foreign,Pat O'Connor,Jack O'Connell,100,4.58333
Private Peaceful,2014,Drama,Pat O'Connor,Jack O'Connell,100,4.58333
Private Resort,1985,Comedy,George Bowers,Rob Morrow,82,8.39764
Private Romeo,2012,Drama,Alan Brown,Seth Numrich,98,3.77969
Problem Child,1990,Comedy,Dennis Dugan,John Ritter,81,7.83872
Problem Child,1990,Kids&Family,Dennis Dugan,John Ritter,81,7.83872
Problem Child 2,1991,Comedy,Brian Levant,Michael Oliver,91,8.64957
Problem Child 2,1991,Kids&Family,Brian Levant,Michael Oliver,91,8.64957
Prodigal Sons,2010,Documentary,Kimberly Reed,Kimberly Reed,86,8.54087
Prodigy,2018,Drama,Alex Haughey,Richard Neil,80,8.66104
Prodigy,2018,Mystery,Alex Haughey,Richard Neil,80,8.66104
Prodigy,2018,SciFi,Alex Haughey,Richard Neil,80,8.66104
Professione: reporter (The Passenger),1975,Art&Foreign,Michelangelo Antonioni,Jack Nicholson,126,3.65961
Professione: reporter (The Passenger),1975,Classics,Michelangelo Antonioni,Jack Nicholson,126,3.65961
Professione: reporter (The Passenger),1975,Drama,Michelangelo Antonioni,Jack Nicholson,126,3.65961
Professione: reporter (The Passenger),1975,Mystery,Michelangelo Antonioni,Jack Nicholson,126,3.65961
Professor Marston & The Wonder Women,2017,Drama,Angela Robinson,Luke Evans,108,7.27912
Project Almanac,2015,Mystery,Dean Israelite,Jonny Weston,120,3.16418
Project Almanac,2015,SciFi,Dean Israelite,Jonny Weston,120,3.16418
Project Nim,2011,Art&Foreign,James Marsh,Garry Harris,99,1.51213
Project Nim,2011,Documentary,James Marsh,Garry Harris,99,1.51213
Project Wild Thing,2013,Action,David Bond,Geoffrey McMullan,80,7.90123
Project Wild Thing,2013,Documentary,David Bond,Geoffrey McMullan,80,7.90123
Project Wild Thing,2013,Drama,David Bond,Geoffrey McMullan,80,7.90123
Project X,1987,Action,Jonathan Kaplan,Matthew Broderick,107,6.59382
Project X,2012,Comedy,Nima Nourizadeh,Thomas Mann,88,3.62925
Project X,2012,Drama,Nima Nourizadeh,Thomas Mann,88,3.62925
Project X,2012,SciFi,Nima Nourizadeh,Thomas Mann,88,3.62925
Prom,2011,Comedy,Joe Nussbaum,Aimee Teegarden,109,1.58762
Prom Night,2008,Horror,Nelson McCormick,Brittany Snow,88,7.07123
Prometheus,2012,Action,Ridley Scott,Noomi Rapace,123,2.7706
Prometheus,2012,Drama,Ridley Scott,Noomi Rapace,123,2.7706
Prometheus,2012,Horror,Ridley Scott,Noomi Rapace,123,2.7706
Prometheus,2012,SciFi,Ridley Scott,Noomi Rapace,123,2.7706
Promised Land,2013,Drama,Gus Van Sant,Matt Damon,106,1.90902
Proof,1991,Comedy,Jocelyn Moorhouse,Hugo Weaving,90,9.21907
Proof,2005,Drama,John Madden,Gwyneth Paltrow,99,7.33309
Proof of Life,2000,Action,Taylor Hackford,Meg Ryan,136,2.69413
Proof of Life,2000,Drama,Taylor Hackford,Meg Ryan,136,2.69413
Proof of Life,2000,Mystery,Taylor Hackford,Meg Ryan,136,2.69413
Proof of Life,2000,Romance,Taylor Hackford,Meg Ryan,136,2.69413
Protagonist,2007,Documentary,Jessica Yu,Hans-Joachim Klein,90,4.84514
Protektor,2011,Art&Foreign,Marek Najbrt,Jana Plodkov,100,5.21539
Protektor,2011,Drama,Marek Najbrt,Jana Plodkov,100,5.21539
Proteus: A Nineteenth Century Vision,2004,Art&Foreign,David Lebrun,Marian Seldes,61,1.83016
Proteus: A Nineteenth Century Vision,2004,Documentary,David Lebrun,Marian Seldes,61,1.83016
Proteus: A Nineteenth Century Vision,2004,Drama,David Lebrun,Marian Seldes,61,1.83016
Proteus: A Nineteenth Century Vision,2004,Mystery,David Lebrun,Marian Seldes,61,1.83016
Protocol,1984,Comedy,Herbert Ross,Goldie Hawn,96,4.39795
Provoked,2007,Drama,Jag Mundhra,Aishwarya Rai Bachchan,113,1.64816
Proxy,2014,Drama,Zack Parker,Alexia Rasmussen,122,6.79165
Proxy,2014,Horror,Zack Parker,Alexia Rasmussen,122,6.79165
Proxy,2014,Mystery,Zack Parker,Alexia Rasmussen,122,6.79165
Prozac Nation,2001,Drama,Erik Skjoldbjaerg,Christina Ricci,95,5.48051
Psycho,1960,Classics,Alfred Hitchcock,Anthony Perkins,109,7.26859
Psycho,1960,Horror,Alfred Hitchcock,Anthony Perkins,109,7.26859
Psycho,1960,Mystery,Alfred Hitchcock,Anthony Perkins,109,7.26859
Psycho Beach Party,2000,Comedy,Robert Lee King,Lauren Ambrose,95,4.62557
Psycho II,1983,Horror,Richard Franklin,Anthony Perkins,113,4.09181
Psycho II,1983,Mystery,Richard Franklin,Anthony Perkins,113,4.09181
Psycho III,1986,Horror,Anthony Perkins,Anthony Perkins,93,1.5639
Psycho III,1986,Mystery,Anthony Perkins,Anthony Perkins,93,1.5639
Psychopathia Sexualis,2006,Drama,Bret Wood,Jane Bass,98,2.68514
Psychopaths,2017,Horror,Mickey Keating,Ashley Bell,85,1.66166
PT 109,1963,Action,Leslie H. Martinson,Cliff Robertson,159,9.85012
PT 109,1963,Drama,Leslie H. Martinson,Cliff Robertson,159,9.85012
PU-239,2006,Drama,Scott Z. Burns,Paddy Considine,107,1.63889
PU-239,2006,Mystery,Scott Z. Burns,Paddy Considine,107,1.63889
Public Access,1993,Drama,Bryan Singer,Ron Marquette,87,5.96864
Public Access,1993,Mystery,Bryan Singer,Ron Marquette,87,5.96864
Public Enemies,2009,Action,Michael Mann,Johnny Depp,140,8.68611
Public Enemies,2009,Drama,Michael Mann,Johnny Depp,140,8.68611
Puccini for Beginners,2007,Art&Foreign,Maria Maggenti,Justin Kirk,82,8.88876
Puccini for Beginners,2007,Romance,Maria Maggenti,Justin Kirk,82,8.88876
Pulling Strings,2013,Comedy,Pitipol Ybarra,Jaime Camil,110,8.74518
Pulling Strings,2013,Drama,Pitipol Ybarra,Jaime Camil,110,8.74518
Pulse,2006,Horror,Jim Sonzero,Kristen Bell,85,8.29021
Pulse,2006,Mystery,Jim Sonzero,Kristen Bell,85,8.29021
Pulse,1988,SciFi,Paul Golding,Cliff De Young,91,2.9503
Pulse (Kairo),2005,Drama,Kiyoshi Kurosawa,Haruhiko Kato,110,9.06609
Pulse (Kairo),2005,Horror,Kiyoshi Kurosawa,Haruhiko Kato,110,9.06609
Pulse (Kairo),2005,Mystery,Kiyoshi Kurosawa,Haruhiko Kato,110,9.06609
Pumping Iron,1976,Documentary,George Butler,Arnold Schwarzenegger,85,4.54668
Pumpkin,2002,Comedy,Tony R. Abrams,Christina Ricci,121,3.76062
Pumpkin,2002,Drama,Tony R. Abrams,Christina Ricci,121,3.76062
Pumpkin,2002,Romance,Tony R. Abrams,Christina Ricci,121,3.76062
Pumpkinhead,1988,Horror,Stan Winston,Lance Henriksen,86,1.7347
Pumpkinhead II: Blood Wings,1994,Horror,Jeff Burr,Andrew Robinson,88,8.08579
Punch,2002,Drama,Guy Bennett,Michael Riley,90,3.94269
Punch-Drunk Love,2002,Comedy,Paul Thomas Anderson,Adam Sandler,95,8.59991
Punch-Drunk Love,2002,Drama,Paul Thomas Anderson,Adam Sandler,95,8.59991
Punch-Drunk Love,2002,Romance,Paul Thomas Anderson,Adam Sandler,95,8.59991
Punching Henry,2017,Comedy,Gregori Viens,Henry Phillips,98,2.35226
Punching the Clown,2010,Comedy,Gregori Viens,Henry Phillips,90,3.81639
Punchline,1988,Drama,David Seltzer,Tom Hanks,123,4.44513
Puncture,2011,Drama,Mark Kassen,Chris Evans,99,8.8447
Punisher: War Zone,2008,Action,Lexi Alexander,Ray Stevenson,102,2.09337
Punisher: War Zone,2008,Drama,Lexi Alexander,Ray Stevenson,102,2.09337
Punisher: War Zone,2008,Mystery,Lexi Alexander,Ray Stevenson,102,2.09337
Punishment Park,1971,Classics,Peter Watkins,Paul Alelyanes,88,2.838
Punishment Park,1971,Documentary,Peter Watkins,Paul Alelyanes,88,2.838
Punishment Park,1971,Drama,Peter Watkins,Paul Alelyanes,88,2.838
Punishment Park,1971,Mystery,Peter Watkins,Paul Alelyanes,88,2.838
Punk's Not Dead,2007,Documentary,Susan Dynner,Henry Rollins,95,6.52157
Puppet Master,1989,Drama,David Schmoeller,Paul Le Mat,90,4.70319
Puppet Master,1989,Horror,David Schmoeller,Paul Le Mat,90,4.70319
Puppet Master,1989,Mystery,David Schmoeller,Paul Le Mat,90,4.70319
Puppet Master,1989,SciFi,David Schmoeller,Paul Le Mat,90,4.70319
Puppet Master II,1990,Horror,David Allen,Elizabeth Maclellan,90,4.46456
Puppet Master II,1990,SciFi,David Allen,Elizabeth Maclellan,90,4.46456
Puppet Master: The Littlest Reich,2018,Horror,Sonny Laguna,Thomas Lennon,84,7.97367
Pure Country,1992,Romance,Christopher Cain,George Strait,112,9.22016
Pure Luck,1991,Action,Nadia Tass,Martin Short,96,3.19404
Pure Luck,1991,Comedy,Nadia Tass,Martin Short,96,3.19404
Purgatory House,2003,Art&Foreign,Cindy Baer,Celeste Marie Davis,97,9.93396
Purgatory House,2003,Drama,Cindy Baer,Celeste Marie Davis,97,9.93396
Purple Butterfly (Zi hudie),2004,Art&Foreign,Lou Ye,Ziyi Zhang,127,4.14045
Purple Butterfly (Zi hudie),2004,Drama,Lou Ye,Ziyi Zhang,127,4.14045
Purple Noon (Plein soleil),1961,Classics,Ren Clment,Alain Delon,115,9.90248
Purple Noon (Plein soleil),1961,Drama,Ren Clment,Alain Delon,115,9.90248
Purple Noon (Plein soleil),1961,Mystery,Ren Clment,Alain Delon,115,9.90248
Purple Rain,1984,Drama,Albert Magnoli,Prince,111,1.51778
Purple Rain,1984,Romance,Albert Magnoli,Prince,111,1.51778
Push,2009,Mystery,Paul McGuigan,Chris Evans,111,4.44311
Push,2009,SciFi,Paul McGuigan,Chris Evans,111,4.44311
Pusher,2012,Art&Foreign,Luis Prieto,Richard Coyle,87,3.2289
Pusher,2012,Drama,Luis Prieto,Richard Coyle,87,3.2289
Pusher,2012,Mystery,Luis Prieto,Richard Coyle,87,3.2289
Pusher II: With Blood On My Hands,2004,Action,Nicolas Winding Refn,Mads Mikkelsen,96,9.19154
Pusher II: With Blood On My Hands,2004,Art&Foreign,Nicolas Winding Refn,Mads Mikkelsen,96,9.19154
Pusher II: With Blood On My Hands,2004,Drama,Nicolas Winding Refn,Mads Mikkelsen,96,9.19154
Pusher III: I'm the Angel of Death,2005,Action,Nicolas Winding Refn,Zlatko Buric,107,2.52957
Pusher III: I'm the Angel of Death,2005,Art&Foreign,Nicolas Winding Refn,Zlatko Buric,107,2.52957
Pusher III: I'm the Angel of Death,2005,Drama,Nicolas Winding Refn,Zlatko Buric,107,2.52957
Pushing Tin,1999,Drama,Mike Newell,John Cusack,123,5.60912
Pushover,1954,Classics,Richard Quine,Fred MacMurray,88,4.65787
Pushover,1954,Drama,Richard Quine,Fred MacMurray,88,4.65787
Puss in Boots,2011,Action,Chris Miller,Antonio Banderas,90,3.11314
Puss in Boots,2011,Comedy,Chris Miller,Antonio Banderas,90,3.11314
Puss in Boots,2011,Kids&Family,Chris Miller,Antonio Banderas,90,3.11314
Puss in Boots,2011,SciFi,Chris Miller,Antonio Banderas,90,3.11314
Pussy Riot- - A Punk Prayer,2013,Documentary,Maxim Pozdorovkin,Nadezhda Tolokonnikova,90,2.0098
Putin's Kiss,2012,Documentary,Lise Birk Pedersen,Masha Drokova,82,9.81462
Putney Swope,1969,Classics,Robert Downey Sr.,Stanley Gottlieb,84,6.01981
Putney Swope,1969,Comedy,Robert Downey Sr.,Stanley Gottlieb,84,6.01981
Putty Hill,2011,Drama,Matthew Porterfield,Sky Ferreira,87,4.78273
Pyewacket,2018,Horror,Adam MacDonald,Chloe Rose,88,2.14784
Q,1982,Drama,Larry Cohen,Michael Moriarty,92,7.85562
Q,1982,Horror,Larry Cohen,Michael Moriarty,92,7.85562
Q & A,1990,Drama,Sidney Lumet,Timothy Hutton,132,4.17091
Q & A,1990,Mystery,Sidney Lumet,Timothy Hutton,132,4.17091
Quadrophenia,1979,Drama,Franc Roddam,Phil Daniels,115,7.32579
Quadrophenia,1979,Mystery,Franc Roddam,Phil Daniels,115,7.32579
Quai des Orfvres (Quay of the Goldsmiths) (Jenny Lamour),1948,Art&Foreign,Henri-Georges Clouzot,Louis Jouvet,106,7.31877
Quai des Orfvres (Quay of the Goldsmiths) (Jenny Lamour),1948,Classics,Henri-Georges Clouzot,Louis Jouvet,106,7.31877
Quai des Orfvres (Quay of the Goldsmiths) (Jenny Lamour),1948,Drama,Henri-Georges Clouzot,Louis Jouvet,106,7.31877
Quality of Life (Against The Wall),2006,Drama,Benjamin Morgan,Lane Garrison,84,5.16334
Quality Street,1937,Romance,George Stevens,Katharine Hepburn,85,6.96355
Quantum of Solace,2008,Action,Marc Forster,Daniel Craig,105,5.8112
Quantum of Solace,2008,Drama,Marc Forster,Daniel Craig,105,5.8112
Quantum of Solace,2008,Mystery,Marc Forster,Daniel Craig,105,5.8112
Quarantine,2008,Horror,John Erick Dowdle,Jennifer Carpenter,89,3.78334
Quarantine,2008,Mystery,John Erick Dowdle,Jennifer Carpenter,89,3.78334
Quarantine 2: Terminal,2011,Horror,John Pogue,Mercedes Masohn,86,2.29128
Quarantine 2: Terminal,2011,Mystery,John Pogue,Mercedes Masohn,86,2.29128
Quarantine 2: Terminal,2011,SciFi,John Pogue,Mercedes Masohn,86,2.29128
Quartet,2013,Comedy,Dustin Hoffman,Maggie Smith,98,8.60369
Quartet,2013,Drama,Dustin Hoffman,Maggie Smith,98,8.60369
Queen and Country,2015,Drama,John Boorman,Callum Turner,115,4.82065
Queen Christina,1933,Classics,Rouben Mamoulian,Greta Garbo,97,1.94088
Queen Christina,1933,Drama,Rouben Mamoulian,Greta Garbo,97,1.94088
Queen Christina,1933,Romance,Rouben Mamoulian,Greta Garbo,97,1.94088
Queen Kelly,1929,Classics,Erich von Stroheim,Gloria Swanson,113,3.2432
Queen Kelly,1929,Drama,Erich von Stroheim,Gloria Swanson,113,3.2432
Queen Margot (La Reine Margot),1994,Art&Foreign,Patrice Chreau,Isabelle Adjani,161,3.32076
Queen Margot (La Reine Margot),1994,Classics,Patrice Chreau,Isabelle Adjani,161,3.32076
Queen Margot (La Reine Margot),1994,Drama,Patrice Chreau,Isabelle Adjani,161,3.32076
Queen Margot (La Reine Margot),1994,Romance,Patrice Chreau,Isabelle Adjani,161,3.32076
Queen of Blood,1966,Classics,Curtis Harrington,John Saxon,81,3.36204
Queen of Blood,1966,Horror,Curtis Harrington,John Saxon,81,3.36204
Queen of Blood,1966,SciFi,Curtis Harrington,John Saxon,81,3.36204
Queen of Earth,2015,Drama,Alex Ross Perry,Elisabeth Moss,90,6.74998
Queen of Earth,2015,Mystery,Alex Ross Perry,Elisabeth Moss,90,6.74998
Queen of Outer Space,1958,Action,Edward Bernds,Zsa Zsa Gabor,80,8.82291
Queen of Outer Space,1958,Classics,Edward Bernds,Zsa Zsa Gabor,80,8.82291
Queen of Outer Space,1958,SciFi,Edward Bernds,Zsa Zsa Gabor,80,8.82291
Queen of the Damned,2002,Horror,Michael Rymer,Stuart Townsend,101,4.12726
Queen of the Desert,2017,Drama,Werner Herzog,Nicole Kidman,127,8.15622
Queen of the Lot,2010,Comedy,Henry Jaglom,Tanna Frederick,114,9.9184
Queen of the Lot,2010,Drama,Henry Jaglom,Tanna Frederick,114,9.9184
Queen Of The Sun: What are the Bees Telling Us?,2011,Documentary,Taggart Siegel,Gunther Hauk,83,2.1522
Quest For Camelot,1998,Kids&Family,Frederik Du Chau,Jessalyn Gilsag,86,3.5318
Quest For Camelot,1998,SciFi,Frederik Du Chau,Jessalyn Gilsag,86,3.5318
Quest for Fire,1981,Action,Jean-Jacques Annaud,Everett McGill,100,7.9148
Quest for Fire,1981,Art&Foreign,Jean-Jacques Annaud,Everett McGill,100,7.9148
Quest for Fire,1981,Drama,Jean-Jacques Annaud,Everett McGill,100,7.9148
Question humaine La (Heartbeat Detector),2007,Art&Foreign,Nicolas Klotz,Mathieu Amalric,140,1.58382
Question humaine La (Heartbeat Detector),2007,Drama,Nicolas Klotz,Mathieu Amalric,140,1.58382
Question humaine La (Heartbeat Detector),2007,Mystery,Nicolas Klotz,Mathieu Amalric,140,1.58382
Quick Change,1990,Action,Bill Murray,Bill Murray,89,2.2726
Quick Change,1990,Drama,Bill Murray,Bill Murray,89,2.2726
Quicksilver,1986,Action,Tom Donnelly,Kevin Bacon,105,2.60428
Quicksilver,1986,Drama,Tom Donnelly,Kevin Bacon,105,2.60428
Quicksilver,1986,Mystery,Tom Donnelly,Kevin Bacon,105,2.60428
Quid Pro Quo,2008,Drama,Carlos Brooks,Nick Stahl,81,3.38797
Quid Pro Quo,2008,Mystery,Carlos Brooks,Nick Stahl,81,3.38797
Quigley Down Under,1990,Action,Simon Wincer,Tom Selleck,121,7.86429
Quill: The Life of a Guide Dog,2012,Art&Foreign,Choi Yang-Il,Kaoru Kobayashi,100,3.49687
Quill: The Life of a Guide Dog,2012,Drama,Choi Yang-Il,Kaoru Kobayashi,100,3.49687
Quill: The Life of a Guide Dog,2012,Kids&Family,Choi Yang-Il,Kaoru Kobayashi,100,3.49687
Quills,2000,Drama,Philip Kaufman,Geoffrey Rush,124,4.35413
Quinceaera,2006,Art&Foreign,Richard Glatzer,Emily Rios,91,2.26997
Quinceaera,2006,Drama,Richard Glatzer,Emily Rios,91,2.26997
Quincy,2018,Documentary,Rashida Jones,Quincy Jones,124,8.74668
Quintet,1979,Drama,Robert Altman,Paul Newman,118,6.46035
Quintet,1979,Mystery,Robert Altman,Paul Newman,118,6.46035
Quintet,1979,SciFi,Robert Altman,Paul Newman,118,6.46035
Quitters,2016,Comedy,Noah Pritzker,Ben Konigsberg,95,4.11147
Quitters,2016,Drama,Noah Pritzker,Ben Konigsberg,95,4.11147
Quitters,2016,Kids&Family,Noah Pritzker,Ben Konigsberg,95,4.11147
Quiz Show,1994,Drama,Robert Redford,John Turturro,130,7.68405
Quo Vadis?,1951,Classics,Mervyn LeRoy,Robert Taylor,171,5.8264
Quo Vadis?,1951,Documentary,Mervyn LeRoy,Robert Taylor,171,5.8264
Quo Vadis?,1951,Drama,Mervyn LeRoy,Robert Taylor,171,5.8264
Quo Vadis?,1951,Romance,Mervyn LeRoy,Robert Taylor,171,5.8264
'R Xmas,2001,Action,Abel Ferrara,Drea de Matteo,83,8.8933
'R Xmas,2001,Drama,Abel Ferrara,Drea de Matteo,83,8.8933
'R Xmas,2001,Mystery,Abel Ferrara,Drea de Matteo,83,8.8933
R.I.P.D.,2013,Action,Robert Schwentke,Ryan Reynolds,96,5.34011
R100,2015,Comedy,Hitoshi Matsumoto,Takafumi Katayama,100,1.6024
R100,2015,Drama,Hitoshi Matsumoto,Takafumi Katayama,100,1.6024
Raajneeti,2010,Art&Foreign,Prakash Jha,Naseeruddin Shah,170,1.04438
Raajneeti,2010,Classics,Prakash Jha,Naseeruddin Shah,170,1.04438
Raajneeti,2010,Drama,Prakash Jha,Naseeruddin Shah,170,1.04438
Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),2008,Romance,Aditya Chopra,Shah Rukh Khan,164,2.10942
Rabbit Hole,2010,Drama,John Cameron Mitchell,Nicole Kidman,91,4.18943
Rabbit-Proof Fence,2002,Action,Phillip Noyce,Everlyn Sampi,94,1.47631
Rabbit-Proof Fence,2002,Drama,Phillip Noyce,Everlyn Sampi,94,1.47631
Rabid,1979,Art&Foreign,David Cronenberg,Marilyn Chambers,91,5.70804
Rabid,1979,Drama,David Cronenberg,Marilyn Chambers,91,5.70804
Rabid,1979,Horror,David Cronenberg,Marilyn Chambers,91,5.70804
Rabid Dogs (Enrags),2016,Action,Eric Hannezo,Lambert Wilson,94,7.40678
Rabies,2010,Art&Foreign,Navot Papushado,Lior Ashkenazi,90,2.83893
Rabies,2010,Drama,Navot Papushado,Lior Ashkenazi,90,2.83893
Rabies,2010,Horror,Navot Papushado,Lior Ashkenazi,90,2.83893
Rabin the Last Day,2016,Drama,Amos Gitai,Yitzhak Hiskiya,153,6.9103
Race,2016,Drama,Stephen Hopkins,Stephan James,134,2.78111
Race the Sun,1996,Comedy,Charles T. Kanganis,Halle Berry,100,2.96515
Race the Sun,1996,Drama,Charles T. Kanganis,Halle Berry,100,2.96515
Race the Sun,1996,Kids&Family,Charles T. Kanganis,Halle Berry,100,2.96515
Race to Witch Mountain,2009,Action,Andy Fickman,Dwayne Johnson,99,8.94329
Race to Witch Mountain,2009,Kids&Family,Andy Fickman,Dwayne Johnson,99,8.94329
Race to Witch Mountain,2009,SciFi,Andy Fickman,Dwayne Johnson,99,8.94329
Race with the Devil,1975,Action,Jack Starrett,Peter Fonda,88,1.25714
Race with the Devil,1975,Classics,Jack Starrett,Peter Fonda,88,1.25714
Race with the Devil,1975,Horror,Jack Starrett,Peter Fonda,88,1.25714
Race You to the Bottom,2005,Drama,Russell Brown (VI),Cole Williams,75,6.96657
Race You to the Bottom,2005,Romance,Russell Brown (VI),Cole Williams,75,6.96657
Rachel Getting Married,2008,Drama,Jonathan Demme,Anne Hathaway,113,7.85616
Rachel Getting Married,2008,Romance,Jonathan Demme,Anne Hathaway,113,7.85616
Rachel Rachel,1968,Classics,Paul Newman,Joanne Woodward,102,4.64009
Rachel Rachel,1968,Drama,Paul Newman,Joanne Woodward,102,4.64009
Rachel Rachel,1968,Romance,Paul Newman,Joanne Woodward,102,4.64009
Racing Dreams,2010,Action,Marshall Curry,Annabeth Barnes,95,4.1307
Racing Dreams,2010,Documentary,Marshall Curry,Annabeth Barnes,95,4.1307
Racing Stripes,2005,Comedy,Frederik Du Chau,Bruce Greenwood,101,7.72726
Racing Stripes,2005,Drama,Frederik Du Chau,Bruce Greenwood,101,7.72726
Racing Stripes,2005,Kids&Family,Frederik Du Chau,Bruce Greenwood,101,7.72726
Racing With the Moon,1984,Comedy,Richard Benjamin,Sean Penn,108,2.26273
Racing With the Moon,1984,Drama,Richard Benjamin,Sean Penn,108,2.26273
Racing With the Moon,1984,Romance,Richard Benjamin,Sean Penn,108,2.26273
Radio,2003,Drama,Mike Tollin,Cuba Gooding Jr.,109,1.55215
Radio Days,1987,Comedy,Woody Allen,Mia Farrow,96,3.5114
Radio Flyer,1992,Drama,Richard Donner,Elijah Wood,109,1.67679
Radio Free Albemuth,2014,Drama,John Alan Simon,Jonathan Scarfe,111,4.41781
Radio Free Albemuth,2014,SciFi,John Alan Simon,Jonathan Scarfe,111,4.41781
Radio Unnameable,2012,Documentary,Jessica Wolfson,Bob Dylan,87,3.59192
Radioland Murders,1994,Mystery,Mel Smith,Brian Benben,108,3.42478
Radius,2017,Art&Foreign,Caroline Labrche,Diego Klattenhoff,87,8.89897
Radius,2017,Mystery,Caroline Labrche,Diego Klattenhoff,87,8.89897
Radius,2017,SciFi,Caroline Labrche,Diego Klattenhoff,87,8.89897
Rage,2014,Action,Paco Cabezas,Nicolas Cage,98,7.79103
Rage,2014,Mystery,Paco Cabezas,Nicolas Cage,98,7.79103
Raggedy Man,1981,Drama,Jack Fisk,Sissy Spacek,93,1.08772
Raging Bull,1980,Drama,Martin Scorsese,Robert De Niro,128,3.91212
Ragnarok,2014,Action,Mikkel Brnne Sandemose,Pl Sverre Hagen,96,5.72033
Ragnarok,2014,Art&Foreign,Mikkel Brnne Sandemose,Pl Sverre Hagen,96,5.72033
Ragtime,1981,Drama,Milos Forman,James Cagney,155,9.84464
Raiders of the Lost Ark,1981,Action,Steven Spielberg,Harrison Ford,115,6.11805
Raiders!: The Story of the Greatest Fan Film Ever Made,2016,Documentary,Jeremy Coon,Eric Zala,104,9.19445
Railroad Tigers,2017,Action,Sheng Ding,Jackie Chan,125,7.78682
Railroad Tigers,2017,Comedy,Sheng Ding,Jackie Chan,125,7.78682
Railroaded,2003,Action,Anthony Mann,Hugh Beaumont,72,6.5511
Railroaded,2003,Classics,Anthony Mann,Hugh Beaumont,72,6.5511
Railroaded,2003,Drama,Anthony Mann,Hugh Beaumont,72,6.5511
Railroaded,2003,Mystery,Anthony Mann,Hugh Beaumont,72,6.5511
Rails & Ties,2007,Drama,Alison Eastwood,Kevin Bacon,101,6.55386
Rain Man,1988,Drama,Barry Levinson,Dustin Hoffman,133,9.50614
Rainbow Brite and the Star Stealer,1985,Kids&Family,Bernard Deyris,Patrick Fraley,85,1.87041
Rainbow Time,2016,Comedy,Linas Phillips,Melanie Lynskey,91,2.74906
Rainbow Time,2016,Drama,Linas Phillips,Melanie Lynskey,91,2.74906
Raise Ravens (Cria Cuervos),1976,Art&Foreign,Carlos Saura,Ana Torrent,97,6.48927
Raise Ravens (Cria Cuervos),1976,Drama,Carlos Saura,Ana Torrent,97,6.48927
Raise Ravens (Cria Cuervos),1976,Mystery,Carlos Saura,Ana Torrent,97,6.48927
Raise the Titanic,1980,Action,Jerry Jameson,Jason Robards,112,4.06425
Raise the Titanic,1980,Documentary,Jerry Jameson,Jason Robards,112,4.06425
Raise Your Voice,2004,Drama,Sean McNamara,Hilary Duff,108,1.71662
Raising Cain,1992,Drama,Brian DePalma,John Lithgow,92,4.33798
Raising Cain,1992,Horror,Brian DePalma,John Lithgow,92,4.33798
Raising Cain,1992,Mystery,Brian DePalma,John Lithgow,92,4.33798
Raising Victor Vargas,2003,Art&Foreign,Peter Sollett,Victor Rasuk,88,9.55462
Raising Victor Vargas,2003,Drama,Peter Sollett,Victor Rasuk,88,9.55462
Raja,2004,Art&Foreign,Jacques Doillon,Pascal Greggory,115,1.7851
Raja,2004,Drama,Jacques Doillon,Pascal Greggory,115,1.7851
Rally 'Round the Flag Boys!,1958,Classics,Leo McCarey,Paul Newman,106,7.86779
Ram Dass: Fierce Grace,2001,Documentary,Mickey Lemle,Ram Dass,93,5.32493
Rambling Rose,1991,Comedy,Martha Coolidge,Laura Dern,115,5.84971
